"Campaign name","Ad set name","Ad name",Age,Gender,"Campaign name","Result Type",Results,"Cost per result","Amount spent (INR)","Result rate",Frequency,"CTR (all)","CPM (cost per 1,000 impressions)","Reporting starts","Reporting ends"
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,18-24,female,"PATC Webinar - Conv - 19th Jan 22",,,,0.03,,1,0,30,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",55-64,unknown,"PATC Webinar",,,,0.029999062923393,,0,0,14.99953146,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre",18-24,unknown,"PATC Webinar",,,,0.029989899439069,,0,0,14.99494972,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","New Reel",55-64,male,"PATC Webinar - CBO",,,,0.02,,1,0,20,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Webinar Feedback",13-17,male,"PATC Webinar – News",,,,0.02,,0,0,6.66666667,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Template,13-17,unknown,"PATC Webinar – News",,,,0.02,,0,0,20,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Remarketing #3",25-34,unknown,"PATC Webinar – Remarketing – Copy",,,,0.02,,1,0,10,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,18-24,unknown,"PATC Webinar",,,,0.02,,0,0,6.66666667,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.02,,1,0,20,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",13-17,male,"PATC Webinar – News",,,,0.02,,0,0,10,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Ramnath Iyer",13-17,male,"PATC Webinar – News",,,,0.02,,0,0,10,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","New - Imbalance",55-64,unknown,"PATC Webinar",,,,0.019999470694037,,0,0,19.99947069,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,18-24,unknown,"PATC Webinar",,,,0.0199992713205,,0,0,9.99963566,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",13-17,female,"PATC Webinar",,,,0.019998107605345,,1,0,6.66603587,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre",55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,0.019981136482044,,1,0,9.99056824,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Ramnath Iyer",65+,male,"PATC Course",,,,0.01,,1,0,10,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Reel #1",35-44,female,"PATC Webinar - CBO",,,,0.01,,1,0,1.25,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre - 2",18-24,female,"PATC Webinar",,,,0.01,,1,100,10,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors",Sharks,18-24,male,"Webinar 2021 - 2",,,,0.01,,1,0,10,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Webinar Feedback",18-24,unknown,"PATC Webinar – News",,,,0.01,,0,0,1.11111111,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",25-34,unknown,"PATC Webinar",,,,0.01,,0,0,10,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Male",35-44,female,"PATC Webinar",,,,0.01,,1,0,10,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",18-24,unknown,"PATC Webinar",,,,0.01,,1,0,10,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Remarketing #3",45-54,female,"PATC Webinar – Remarketing – Copy",,,,0.01,,1,0,10,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",13-17,female,"PATC Webinar",,,,0.01,,0,0,10,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New to Trading",13-17,male,"PATC Webinar – News",,,,0.01,,1,0,10,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","New Reel",18-24,unknown,"PATC Webinar",,,,0.0099997987761566,,0,0,3.33326626,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","New - Imbalance",13-17,female,"PATC Webinar",,,,0.0099997353470187,,0,0,9.99973535,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",13-17,female,"PATC Webinar",,,,0.0099996876411309,,0,0,9.99968764,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Indicators,18-24,female,"PATC Webinar",,,,0.0099991798722423,,1,0,9.99917987,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",18-24,unknown,"PATC Webinar",,,,0.0099990538026724,,0,0,4.9995269,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Inconsistent Profits",25-34,unknown,"PATC Webinar",,,,0.0099983338965601,,1,0,3.33277797,2022-01-01,2022-03-31
"PATC Course","PATC Course",Vasudev,13-17,female,"PATC Course",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","New - Imbalance",Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",31,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,Unknown,unknown,"PATC Webinar – Remarketing – Copy","Website purchases",78,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Ramnath Iyer",Unknown,unknown,"PATC Course","Website leads",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Indicators - Female",Unknown,unknown,"PATC Webinar","Website purchases",4,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Ajit Mahuli",Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Date,18-24,female,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Vinaya,Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",3,,0,,0,,,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",New,45-54,male,"PATC - Webinar - Lead - 21st Dec",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Ramnath Iyer - Reels",35-44,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",Unknown,unknown,"PATC Course","Website leads",9,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Ramnath Iyer - Reels",18-24,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Indicators,Unknown,unknown,"PATC Webinar","Website purchases",26,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Course","Mentoring Session",Unknown,unknown,"PATC Course","Website leads",13,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Ramnath Iyer - Reels",45-54,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 1",18-24,male,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",Unknown,unknown,"PATC Webinar","Website purchases",22,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 1",25-34,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Template,Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",31,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","No Indicators",Unknown,unknown,"PATC Webinar","Website purchases",11,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",Unknown,unknown,"PATC Webinar","Website purchases",7,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 1",35-44,male,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,Unknown,unknown,"PATC Webinar","Website purchases",59,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Analyse Stocks",Unknown,unknown,"PATC Webinar","Website purchases",16,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,55-64,female,"PATC Course",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,Unknown,unknown,"PATC Webinar","Website purchases",52,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,Unknown,unknown,"PATC Webinar","Website purchases",22,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,13-17,female,"PATC Webinar",,,,0,,0,0,0,2022-01-01,2022-03-31
"PATC Course","PATC Course",Vasudev,Unknown,unknown,"PATC Course","Website leads",26,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Indicators - Female",Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",13,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Video Ad",Unknown,unknown,"PATC Course","Website leads",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Indicators,Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",25,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Madgaonkar",Unknown,unknown,"PATC Course","Website leads",13,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trade Setup - Siemens",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,18-24,unknown,"PATC Webinar",,,,0,,0,0,0,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Madgaonkar",Unknown,unknown,"PATC Course","Website leads",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Course","Video Ad",Unknown,unknown,"PATC Course","Website leads",15,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre",35-44,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Simplest Way",Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Female",Unknown,unknown,"PATC Webinar","Website purchases",17,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Testimonials,Unknown,unknown,"PATC Course","Website leads",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Webinar Feedback",Unknown,unknown,"PATC Webinar – News","Website purchases",6,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Huge Losses",Unknown,unknown,"PATC Webinar","Website purchases",3,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New - Imbalance",Unknown,unknown,"PATC Webinar","Website purchases",15,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Inconsistent Profits",Unknown,unknown,"PATC Webinar","Website purchases",10,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,Unknown,unknown,"PATC Webinar","Website purchases",7,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Sharks,Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",11,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","New - Imbalance",Unknown,unknown,"PATC Webinar","Website purchases",81,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre - 2",25-34,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0,,0,0,0,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",3,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",Unknown,unknown,"PATC Webinar","Website purchases",29,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New Creative #4",Unknown,unknown,"PATC Webinar","Website purchases",2,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",18-24,female,"PATC Webinar - Conv - 19th Jan 22",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","New Reel",Unknown,unknown,"PATC Webinar","Website purchases",12,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",Unknown,unknown,"PATC Webinar","Website purchases",2,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre - 2",Unknown,unknown,"PATC Webinar - Conv - 19th Jan 22","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Analyse,Unknown,unknown,"PATC Webinar – News","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Template,Unknown,unknown,"PATC Webinar","Website purchases",61,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Analyse,13-17,male,"PATC Webinar – News",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,Unknown,unknown,"PATC Webinar","Website purchases",2,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Reel #1",45-54,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",18-24,unknown,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Doodle Ad",13-17,unknown,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Doodle Ad",Unknown,unknown,"PATC Webinar","Website purchases",5,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Landing Page - S",Unknown,unknown,"PATC Webinar","Website purchases",8,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Vasudev,Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",Unknown,unknown,"PATC Webinar – News","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",13-17,male,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Sharks,55-64,female,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Ramnath Iyer - Reels",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Female",25-34,female,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Invest in Learning",35-44,unknown,"PATC Webinar - CBO",,,,0,,2,0,0,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Indicators,Unknown,unknown,"PATC Webinar","Website purchases",3,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Ajit Mahuli",Unknown,unknown,"PATC Webinar","Website purchases",17,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Vasudev,Unknown,unknown,"PATC Course","Website leads",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,Unknown,unknown,"PATC Webinar","Website purchases",14,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New to Trading",Unknown,unknown,"PATC Webinar – News","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Sharks,Unknown,unknown,"PATC Webinar","Website purchases",9,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",35-44,unknown,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",18-24,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Male",Unknown,unknown,"PATC Webinar","Website purchases",12,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests",Indicators,Unknown,unknown,"PATC Webinar - CBO","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA",Testimonials,45-54,male,"PATC Course",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels",Indicators,35-44,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Template,Unknown,unknown,"PATC Webinar – News","Website purchases",11,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Inconsistent Profits",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels",Indicators,18-24,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels",Indicators,45-54,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre",Unknown,unknown,"PATC Webinar","Website purchases",1,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Ajit Mahuli",13-17,male,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","New Reel",45-54,male,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",55-64,unknown,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",Unknown,unknown,"PATC Webinar – Remarketing – Copy","Website purchases",60,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","New Reel",18-24,female,"PATC Webinar - CBO",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Video Ad #3",Unknown,unknown,"PATC Webinar","Website purchases",11,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Landing Page - S",Unknown,unknown,"PATC Webinar","Website purchases",2,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Indicators,Unknown,unknown,"PATC Webinar – News","Website purchases",5,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",Unknown,unknown,"PATC Webinar","Website purchases",15,,0,,0,,,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre - 2",55-64,female,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",18-24,female,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Vasudev,13-17,male,"PATC Webinar",,,,0,,1,0,0,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Vasudev,Unknown,unknown,"PATC Webinar","Website purchases",9,,0,,0,,,2022-01-01,2022-03-31
